uri,prefLabel,altLabels
http://data.europa.eu/esco/skill/43d1d56b-ce62-4fe8-8f18-35d92ec73023,identify undetected organisational needs,detect unidentified organisational needs|discover undetected organisational needs|identify undetected organisational need|identify undetected organizational needs|identifying undetected organisational needs|recognize undetected organisational needs|spot undetected organisational needs
http://data.europa.eu/esco/skill/440ad7e8-79e6-4530-b67b-63f2de3c2b3d,advise clients on moving services,advise clients on relocation services|give advice on moving services|give advice on relocation services|inform customers about moving services|inform customers about relocation services|offer recommendations on the use of moving services|provide advice on moving services|provide advice on relocation services|supply information on moving services|supply information on relocation services
http://data.europa.eu/esco/skill/441707bb-9ad3-406c-9975-a6bec96f537b,"empower individuals, families and groups","empower an individual, a family and a group|empower groups, individuals and families|empower individuals, families or groups|empower individuals, groups and families|enable individuals, families and groups to lead healthy lifestyles|qualify individuals, families and groups"
http://data.europa.eu/esco/skill/46e1b714-94f4-462d-88e6-31f442708812,define manufacturing quality criteria,define quality criteria for manufacturing|defining manufacturing quality criteria|defining of manufacturing quality criteria|defining quality criteria for manufacturing|definition of manufacturing quality criteria|definition of quality criteria for manufacturing|manufacturing quality criteria definition|manufacturing standards setting|set manufacturing standards|setting manufacturing standards|setting of manufacturing standards
http://data.europa.eu/esco/skill/48061897-4cde-41b6-abee-1ec9fe421b55,define an approach to your fight dicipline,define an approach to your fight discipline for a specific project|define an approach to your fight discipline in the performing arts|define your approach for the fight discipline|define your fight discipline approach
http://data.europa.eu/esco/skill/4adb861b-3ad8-4f0d-9343-decf59748d56,demonstrate professional attitude to clients,demonstrate to clients a professional attitude|demonstrate to clients an attitude of professionalism|show a professional caring attitude|show clients a caring professional attitude
http://data.europa.eu/esco/skill/4cfc7ef6-e251-4c93-bd5e-fd6936dee11c,manage profitability,maintain profitability|management of profitability|managing profitability|oversee profitability|profitability management|regulate profitability|supervise profitability
http://data.europa.eu/esco/skill/4d8a78b7-b647-4d33-8bcf-1e472d3d5ba3,provide medication information,communicate medication information|give medication information|offer medication information|provide information on medication
http://data.europa.eu/esco/skill/4dafe480-f2ae-46b5-bd5e-8d4e538f50c7,identify training needs,analyse training needs|assess training needs|carry out training needs analysis|define training needs|detect training needs|identify employee training needs|identify staff training needs|identify training needs for teams and individuals|pinpoint training needs|recognise training needs|undertake training needs analysis
http://data.europa.eu/esco/skill/4e4a9605-66d5-4e47-b591-bdc2d0fbdba1,train employees in mine safety,employee training in mine safety|mine safety training for employees|organise mine safety training|organising mine safety training|run mine safety training|run mine safety training session|safety training for mine employees|training employees in mine safety|training of employees in mine safety
http://data.europa.eu/esco/skill/4f499e02-2983-40c5-a493-c720e6b03b23,provide information on hydrogen,advice on hydrogen|give information on hydrogen|hydrogen information providing
http://data.europa.eu/esco/skill/50181a4b-1cfd-4fbd-ac9a-c1a494b9c5d0,implement customer follow-up,administer customer follow-up|execute customer follow-up|implement a customer follow-up|implement customers follow-up|implementing customer follow-up|introduce customer follow-up|utilise customer follow-up
http://data.europa.eu/esco/skill/511f490a-d861-48f0-a1a1-7d3b0335cae5,coordinate with tram maintenance department,collaborate with maintenance department to comply with regulations|collaborate with train maintenance department|communicate with tram maintenance department|cooperate with tram maintenance department|ensure tram inspections and operations take place as scheduled through collaboration with tram maintenance department|liaise with tram maintenance department|work with tram maintenance department to ensure compliance with safety regulations
http://data.europa.eu/esco/skill/52838a25-11f5-4cb1-b4ab-c5c7d59041e8,types of electronics,categories of electronics|electronic products|fields of electronics|kinds of electronic products|types of electronic device|types of electronic products|typology of electronic products|typology of electronics
http://data.europa.eu/esco/skill/52d91193-afbd-44b1-97df-54d43cf8de38,develop solutions for harmful behaviour,compile solutions for harmful behaviour|define solutions for harmful behaviour|develop solution for harmful behaviour|develop solutions for harmful behavior|developing solutions for harmful behaviour|draft solutions for harmful behaviour|draw up solutions for harmful behaviour|prepare solutions for harmful behaviour|write solutions for harmful behaviour
http://data.europa.eu/esco/skill/53b1dcbc-7c51-43cd-9e3a-9ca78afd2895,bicycle mechanics,bike mechanics|cycle mechanics|mechanics of bicycles|two-wheeler mechanics
http://data.europa.eu/esco/skill/5436f06d-4cc0-42a6-8e5b-63b842cce03b,disseminate general corporate information,distribute general corporate information|make general corporate information available|provide general corporate information|use office system|using office systems
http://data.europa.eu/esco/skill/56c88504-f6fe-4929-979d-9a47e5f17443,monitor oil rig costs,monitor oil rig operating costs|monitoring of oil rig cost|monitoring of oil rig operating cost|monitoring oil rig costs|monitoring oil rig operating costs|oil rig cost monitoring|oil rig operating cost monitoring
http://data.europa.eu/esco/skill/5739c341-114e-4059-919b-5abc0bc7291b,preserve documentation about creative process,preserve creative process documentation|preserve documentation about creation and production process|preserve documentation during creative process|preserve documents related to the creation and production of the work
http://data.europa.eu/esco/skill/574bf430-50a1-4734-9719-a823e7d80b10,communicate professionally with colleagues in other fields,communicate professionally with health and social care colleagues|cooperate professionally with colleagues in other fields|professionally communicate with colleagues from other fields
http://data.europa.eu/esco/skill/58c080f9-71d5-429d-9476-bc9e742d460c,perform process control in the wearing apparel industry,accomplish process control in the wearing apparel industry|carry out process control in the wearing apparel industry|perform process control|process control
http://data.europa.eu/esco/skill/5aa79c4a-8b29-4d57-8723-b9a69ef0727e,design strategies for nuclear emergencies,designing strategies for nuclear emergencies|developing strategies for nuclear emergencies|nuclear emergencies strategies designing|nuclear emergencies strategies developing|nuclear emergency strategies designing|nuclear emergency strategies developing|strategies designing for nuclear emergencies|strategies developing for nuclear emergencies
http://data.europa.eu/esco/skill/5ac07f1a-6436-4103-b891-c59a7ac505f0,construction products,a construction product|constructing products|construction brands|construction commodities|construction goods|construction merchandise|construction product|construction stock
